datetime,FE_MW
2017-01-23 00:00:00,6423.0
2017-01-23 12:00:00,8310.0
2017-01-24 00:00:00,7235.0
2017-01-24 12:00:00,8628.0
2017-01-25 00:00:00,7376.0
2017-01-25 12:00:00,8484.0
2017-01-26 00:00:00,7199.0
2017-01-26 12:00:00,8775.0
2017-01-27 00:00:00,7658.0
2017-01-27 12:00:00,8866.0
2017-01-28 00:00:00,7641.0
2017-01-28 12:00:00,8269.0
2017-01-29 00:00:00,7238.0
2017-01-29 12:00:00,7559.0
2017-01-30 00:00:00,7358.0
2017-01-30 12:00:00,9016.0
2017-01-31 00:00:00,8004.0
2017-01-31 12:00:00,9053.0
2017-02-01 00:00:00,7690.0
2017-02-01 12:00:00,8601.0
2017-02-02 00:00:00,7672.0
2017-02-02 12:00:00,8901.0
2017-02-03 00:00:00,8175.0
2017-02-03 12:00:00,9367.0
2017-02-04 00:00:00,8048.0
2017-02-04 12:00:00,8169.0
2017-02-05 00:00:00,7278.0
2017-02-05 12:00:00,7257.0
2017-02-06 00:00:00,7065.0
2017-02-06 12:00:00,8391.0
2017-02-07 00:00:00,7172.0
2017-02-07 12:00:00,8425.0
2017-02-08 00:00:00,6828.0
2017-02-08 12:00:00,8632.0
2017-02-09 00:00:00,7723.0
2017-02-09 12:00:00,9214.0
2017-02-10 00:00:00,8353.0
2017-02-10 12:00:00,9326.0
2017-02-11 00:00:00,7643.0
2017-02-11 12:00:00,7580.0
2017-02-12 00:00:00,6482.0
2017-02-12 12:00:00,7060.0
2017-02-13 00:00:00,7141.0
2017-02-13 12:00:00,8624.0
2017-02-14 00:00:00,7713.0
2017-02-14 12:00:00,8330.0
2017-02-15 00:00:00,7177.0
2017-02-15 12:00:00,8890.0
2017-02-16 00:00:00,7808.0
2017-02-16 12:00:00,9047.0
2017-02-17 00:00:00,7875.0
2017-02-17 12:00:00,8400.0
2017-02-18 00:00:00,6834.0
2017-02-18 12:00:00,6879.0
2017-02-19 00:00:00,5998.0
2017-02-19 12:00:00,6304.0
2017-02-20 00:00:00,6338.0
2017-02-20 12:00:00,7789.0
2017-02-21 00:00:00,6880.0
2017-02-21 12:00:00,7993.0
2017-02-22 00:00:00,6658.0
2017-02-22 12:00:00,7841.0
2017-02-23 00:00:00,6579.0
2017-02-23 12:00:00,7713.0
2017-02-24 00:00:00,6490.0
2017-02-24 12:00:00,7601.0
2017-02-25 00:00:00,6209.0
2017-02-25 12:00:00,7169.0
2017-02-26 00:00:00,6873.0
2017-02-26 12:00:00,7064.0
2017-02-27 00:00:00,6928.0
2017-02-27 12:00:00,8175.0
2017-02-28 00:00:00,7072.0
2017-02-28 12:00:00,8069.0
2017-03-01 00:00:00,6571.0
2017-03-01 12:00:00,7985.0
2017-03-02 00:00:00,7233.0
2017-03-02 12:00:00,8571.0
2017-03-03 00:00:00,7673.0
2017-03-03 12:00:00,8942.0
2017-03-04 00:00:00,7641.0
2017-03-04 12:00:00,7729.0
2017-03-05 00:00:00,7269.0
2017-03-05 12:00:00,7266.0
2017-03-06 00:00:00,6731.0
2017-03-06 12:00:00,8094.0
2017-03-07 00:00:00,6828.0
2017-03-07 12:00:00,8109.0
2017-03-08 00:00:00,6937.0
2017-03-08 12:00:00,7994.0
2017-03-09 00:00:00,6880.0
2017-03-09 12:00:00,7894.0
2017-03-10 00:00:00,7135.0
2017-03-10 12:00:00,8543.0
2017-03-11 00:00:00,7736.0
2017-03-11 12:00:00,8180.0
2017-03-12 00:00:00,7292.0
2017-03-12 12:00:00,7694.0
2017-03-13 00:00:00,7621.0
2017-03-13 12:00:00,9244.0
2017-03-14 00:00:00,7949.0
2017-03-14 12:00:00,9521.0
2017-03-15 00:00:00,8528.0
2017-03-15 12:00:00,9420.0
2017-03-16 00:00:00,8129.0
2017-03-16 12:00:00,8969.0
2017-03-17 00:00:00,7810.0
2017-03-17 12:00:00,8831.0
2017-03-18 00:00:00,7387.0
2017-03-18 12:00:00,7901.0
2017-03-19 00:00:00,6946.0
2017-03-19 12:00:00,7390.0
2017-03-20 00:00:00,7007.0
2017-03-20 12:00:00,8498.0
2017-03-21 00:00:00,7044.0
2017-03-21 12:00:00,8120.0
2017-03-22 00:00:00,7234.0
2017-03-22 12:00:00,8787.0
2017-03-23 00:00:00,7694.0
2017-03-23 12:00:00,8668.0
2017-03-24 00:00:00,7131.0
2017-03-24 12:00:00,7896.0
2017-03-25 00:00:00,6306.0
2017-03-25 12:00:00,6805.0
2017-03-26 00:00:00,6129.0
2017-03-26 12:00:00,6500.0
2017-03-27 00:00:00,6244.0
2017-03-27 12:00:00,7850.0
2017-03-28 00:00:00,6553.0
2017-03-28 12:00:00,8076.0
2017-03-29 00:00:00,6953.0
2017-03-29 12:00:00,7780.0
2017-03-30 00:00:00,6726.0
2017-03-30 12:00:00,8285.0
2017-03-31 00:00:00,6877.0
2017-03-31 12:00:00,7955.0
2017-04-01 00:00:00,6732.0
2017-04-01 12:00:00,7368.0
2017-04-02 00:00:00,6535.0
2017-04-02 12:00:00,6552.0
2017-04-03 00:00:00,6201.0
2017-04-03 12:00:00,7803.0
2017-04-04 00:00:00,6504.0
2017-04-04 12:00:00,7791.0
2017-04-05 00:00:00,6721.0
2017-04-05 12:00:00,7632.0
2017-04-06 00:00:00,6687.0
2017-04-06 12:00:00,8027.0
2017-04-07 00:00:00,7380.0
2017-04-07 12:00:00,8638.0
2017-04-08 00:00:00,7040.0
2017-04-08 12:00:00,7077.0
2017-04-09 00:00:00,6224.0
2017-04-09 12:00:00,6289.0
2017-04-10 00:00:00,6031.0
2017-04-10 12:00:00,7689.0
2017-04-11 00:00:00,6499.0
2017-04-11 12:00:00,7690.0
2017-04-12 00:00:00,6338.0
2017-04-12 12:00:00,7602.0
2017-04-13 00:00:00,6523.0
2017-04-13 12:00:00,7811.0
2017-04-14 00:00:00,6297.0
2017-04-14 12:00:00,6856.0
2017-04-15 00:00:00,5876.0
2017-04-15 12:00:00,6325.0
2017-04-16 00:00:00,5807.0
2017-04-16 12:00:00,6103.0
2017-04-17 00:00:00,5742.0
2017-04-17 12:00:00,7355.0
2017-04-18 00:00:00,6343.0
2017-04-18 12:00:00,7580.0
2017-04-19 00:00:00,6508.0
2017-04-19 12:00:00,7874.0
2017-04-20 00:00:00,6623.0
2017-04-20 12:00:00,7942.0
2017-04-21 00:00:00,6798.0
2017-04-21 12:00:00,7511.0
2017-04-22 00:00:00,6307.0
2017-04-22 12:00:00,6721.0
2017-04-23 00:00:00,6047.0
2017-04-23 12:00:00,6214.0
2017-04-24 00:00:00,5967.0
2017-04-24 12:00:00,7531.0
2017-04-25 00:00:00,6277.0
2017-04-25 12:00:00,7388.0
2017-04-26 00:00:00,6362.0
2017-04-26 12:00:00,7777.0
2017-04-27 00:00:00,6695.0
2017-04-27 12:00:00,8159.0
2017-04-28 00:00:00,6356.0
2017-04-28 12:00:00,7553.0
2017-04-29 00:00:00,6134.0
2017-04-29 12:00:00,6824.0
2017-04-30 00:00:00,5896.0
2017-04-30 12:00:00,6304.0
2017-05-01 00:00:00,6448.0
2017-05-01 12:00:00,7938.0
2017-05-02 00:00:00,6371.0
2017-05-02 12:00:00,7656.0
2017-05-03 00:00:00,6673.0
2017-05-03 12:00:00,7704.0
2017-05-04 00:00:00,6671.0
2017-05-04 12:00:00,7841.0
2017-05-05 00:00:00,6631.0
2017-05-05 12:00:00,7882.0
2017-05-06 00:00:00,6585.0
2017-05-06 12:00:00,7036.0
2017-05-07 00:00:00,6192.0
2017-05-07 12:00:00,6229.0
2017-05-08 00:00:00,6229.0
2017-05-08 12:00:00,7643.0
2017-05-09 00:00:00,6640.0
2017-05-09 12:00:00,7674.0
2017-05-10 00:00:00,6440.0
2017-05-10 12:00:00,7516.0
2017-05-11 00:00:00,6425.0
2017-05-11 12:00:00,7687.0
2017-05-12 00:00:00,6394.0
2017-05-12 12:00:00,7603.0
2017-05-13 00:00:00,6196.0
2017-05-13 12:00:00,6436.0
2017-05-14 00:00:00,5791.0
2017-05-14 12:00:00,6061.0
2017-05-15 00:00:00,5962.0
2017-05-15 12:00:00,7566.0
2017-05-16 00:00:00,6442.0
2017-05-16 12:00:00,7891.0
2017-05-17 00:00:00,7397.0
2017-05-17 12:00:00,8997.0
2017-05-18 00:00:00,7815.0
2017-05-18 12:00:00,9538.0
2017-05-19 00:00:00,7837.0
2017-05-19 12:00:00,7870.0
2017-05-20 00:00:00,6303.0
2017-05-20 12:00:00,6578.0
2017-05-21 00:00:00,6089.0
2017-05-21 12:00:00,6599.0
2017-05-22 00:00:00,6412.0
2017-05-22 12:00:00,7712.0
2017-05-23 00:00:00,6554.0
2017-05-23 12:00:00,7917.0
2017-05-24 00:00:00,6640.0
2017-05-24 12:00:00,7797.0
2017-05-25 00:00:00,6459.0
2017-05-25 12:00:00,7769.0
2017-05-26 00:00:00,6507.0
2017-05-26 12:00:00,7522.0
2017-05-27 00:00:00,6093.0
2017-05-27 12:00:00,6473.0
2017-05-28 00:00:00,5883.0
2017-05-28 12:00:00,6458.0
2017-05-29 00:00:00,5933.0
2017-05-29 12:00:00,6584.0
2017-05-30 00:00:00,6230.0
2017-05-30 12:00:00,8259.0
2017-05-31 00:00:00,6698.0
2017-05-31 12:00:00,7961.0
2017-06-01 00:00:00,6612.0
2017-06-01 12:00:00,7996.0
2017-06-02 00:00:00,6709.0
2017-06-02 12:00:00,7845.0
2017-06-03 00:00:00,6579.0
2017-06-03 12:00:00,6962.0
2017-06-04 00:00:00,6434.0
2017-06-04 12:00:00,6926.0
2017-06-05 00:00:00,6891.0
2017-06-05 12:00:00,8265.0
2017-06-06 00:00:00,6637.0
2017-06-06 12:00:00,7544.0
2017-06-07 00:00:00,6415.0
2017-06-07 12:00:00,7572.0
2017-06-08 00:00:00,6488.0
2017-06-08 12:00:00,7804.0
2017-06-09 00:00:00,6608.0
2017-06-09 12:00:00,7983.0
2017-06-10 00:00:00,6716.0
2017-06-10 12:00:00,7727.0
2017-06-11 00:00:00,7271.0
2017-06-11 12:00:00,8121.0
2017-06-12 00:00:00,8170.0
2017-06-12 12:00:00,10739.0
2017-06-13 00:00:00,9332.0
2017-06-13 12:00:00,11620.0
2017-06-14 00:00:00,8769.0
2017-06-14 12:00:00,10588.0
2017-06-15 00:00:00,8555.0
2017-06-15 12:00:00,10208.0
2017-06-16 00:00:00,8630.0
2017-06-16 12:00:00,10728.0
2017-06-17 00:00:00,8642.0
2017-06-17 12:00:00,9948.0
2017-06-18 00:00:00,8614.0
2017-06-18 12:00:00,9315.0
2017-06-19 00:00:00,7860.0
2017-06-19 12:00:00,9617.0
2017-06-20 00:00:00,7140.0
2017-06-20 12:00:00,8510.0
2017-06-21 00:00:00,7293.0
2017-06-21 12:00:00,8629.0
2017-06-22 00:00:00,7373.0
2017-06-22 12:00:00,9543.0
2017-06-23 00:00:00,8765.0
2017-06-23 12:00:00,9472.0
2017-06-24 00:00:00,7360.0
2017-06-24 12:00:00,7910.0
2017-06-25 00:00:00,6723.0
2017-06-25 12:00:00,6806.0
2017-06-26 00:00:00,6436.0
2017-06-26 12:00:00,8066.0
2017-06-27 00:00:00,6621.0
2017-06-27 12:00:00,7746.0
2017-06-28 00:00:00,6664.0
2017-06-28 12:00:00,8029.0
2017-06-29 00:00:00,7269.0
2017-06-29 12:00:00,9342.0
2017-06-30 00:00:00,8271.0
2017-06-30 12:00:00,9802.0
2017-07-01 00:00:00,7501.0
2017-07-01 12:00:00,7984.0
2017-07-02 00:00:00,7362.0
2017-07-02 12:00:00,8031.0
2017-07-03 00:00:00,7397.0
2017-07-03 12:00:00,8794.0
2017-07-04 00:00:00,7328.0
2017-07-04 12:00:00,7832.0
2017-07-05 00:00:00,6829.0
2017-07-05 12:00:00,9117.0
2017-07-06 00:00:00,8091.0
2017-07-06 12:00:00,9699.0
2017-07-07 00:00:00,8152.0
2017-07-07 12:00:00,9425.0
2017-07-08 00:00:00,7453.0
2017-07-08 12:00:00,8117.0
2017-07-09 00:00:00,6711.0
2017-07-09 12:00:00,7068.0
2017-07-10 00:00:00,7107.0
2017-07-10 12:00:00,8536.0
2017-07-11 00:00:00,7467.0
2017-07-11 12:00:00,9727.0
2017-07-12 00:00:00,8584.0
2017-07-12 12:00:00,9898.0
2017-07-13 00:00:00,9014.0
2017-07-13 12:00:00,9939.0
2017-07-14 00:00:00,8799.0
2017-07-14 12:00:00,10430.0
2017-07-15 00:00:00,8100.0
2017-07-15 12:00:00,8108.0
2017-07-16 00:00:00,7087.0
2017-07-16 12:00:00,7803.0
2017-07-17 00:00:00,7911.0
2017-07-17 12:00:00,9529.0
2017-07-18 00:00:00,7856.0
2017-07-18 12:00:00,9561.0
2017-07-19 00:00:00,8922.0
2017-07-19 12:00:00,11129.0
2017-07-20 00:00:00,9379.0
2017-07-20 12:00:00,11572.0
2017-07-21 00:00:00,9441.0
2017-07-21 12:00:00,11238.0
2017-07-22 00:00:00,9009.0
2017-07-22 12:00:00,8836.0
2017-07-23 00:00:00,8231.0
2017-07-23 12:00:00,8909.0
2017-07-24 00:00:00,8022.0
2017-07-24 12:00:00,9100.0
2017-07-25 00:00:00,7043.0
2017-07-25 12:00:00,8343.0
2017-07-26 00:00:00,7231.0
2017-07-26 12:00:00,8738.0
2017-07-27 00:00:00,7982.0
2017-07-27 12:00:00,9630.0
2017-07-28 00:00:00,8364.0
2017-07-28 12:00:00,9359.0
2017-07-29 00:00:00,7019.0
2017-07-29 12:00:00,7374.0
2017-07-30 00:00:00,6677.0
2017-07-30 12:00:00,7477.0
2017-07-31 00:00:00,7423.0
2017-07-31 12:00:00,9735.0
2017-08-01 00:00:00,8164.0
2017-08-01 12:00:00,9968.0
2017-08-02 00:00:00,8453.0
2017-08-02 12:00:00,10307.0
2017-08-03 00:00:00,8247.0
2017-08-03 12:00:00,10210.0
2017-08-04 00:00:00,8281.0
2017-08-04 12:00:00,9652.0
2017-08-05 00:00:00,6715.0
2017-08-05 12:00:00,7001.0
2017-08-06 00:00:00,6387.0
2017-08-06 12:00:00,6652.0
2017-08-07 00:00:00,6705.0
2017-08-07 12:00:00,8627.0
2017-08-08 00:00:00,7335.0
2017-08-08 12:00:00,8678.0
2017-08-09 00:00:00,7304.0
2017-08-09 12:00:00,8682.0
2017-08-10 00:00:00,7645.0
2017-08-10 12:00:00,8875.0
2017-08-11 00:00:00,7759.0
2017-08-11 12:00:00,8889.0
2017-08-12 00:00:00,7320.0
2017-08-12 12:00:00,7722.0
2017-08-13 00:00:00,6768.0
2017-08-13 12:00:00,7176.0
2017-08-14 00:00:00,6929.0
2017-08-14 12:00:00,9118.0
2017-08-15 00:00:00,7886.0
2017-08-15 12:00:00,9924.0
2017-08-16 00:00:00,8303.0
2017-08-16 12:00:00,9795.0
2017-08-17 00:00:00,8129.0
2017-08-17 12:00:00,10178.0
2017-08-18 00:00:00,8775.0
2017-08-18 12:00:00,10448.0
2017-08-19 00:00:00,7876.0
2017-08-19 12:00:00,8162.0
2017-08-20 00:00:00,6939.0
2017-08-20 12:00:00,7719.0
2017-08-21 00:00:00,8060.0
2017-08-21 12:00:00,11027.0
2017-08-22 00:00:00,9088.0
2017-08-22 12:00:00,10601.0
2017-08-23 00:00:00,7813.0
2017-08-23 12:00:00,8872.0
2017-08-24 00:00:00,7138.0
2017-08-24 12:00:00,8241.0
2017-08-25 00:00:00,6622.0
2017-08-25 12:00:00,7944.0
2017-08-26 00:00:00,6345.0
2017-08-26 12:00:00,6736.0
2017-08-27 00:00:00,6090.0
2017-08-27 12:00:00,6529.0
2017-08-28 00:00:00,6550.0
2017-08-28 12:00:00,8349.0
2017-08-29 00:00:00,7001.0
2017-08-29 12:00:00,8307.0
2017-08-30 00:00:00,7094.0
2017-08-30 12:00:00,8376.0
2017-08-31 00:00:00,7237.0
2017-08-31 12:00:00,8259.0
2017-09-01 00:00:00,6630.0
2017-09-01 12:00:00,7416.0
2017-09-02 00:00:00,6032.0
2017-09-02 12:00:00,6282.0
2017-09-03 00:00:00,5753.0
2017-09-03 12:00:00,6065.0
2017-09-04 00:00:00,5757.0
2017-09-04 12:00:00,6578.0
2017-09-05 00:00:00,7013.0
2017-09-05 12:00:00,8190.0
2017-09-06 00:00:00,6695.0
2017-09-06 12:00:00,7822.0
2017-09-07 00:00:00,6402.0
2017-09-07 12:00:00,7583.0
2017-09-08 00:00:00,6539.0
2017-09-08 12:00:00,7735.0
2017-09-09 00:00:00,6179.0
2017-09-09 12:00:00,6702.0
2017-09-10 00:00:00,5834.0
2017-09-10 12:00:00,6164.0
2017-09-11 00:00:00,5900.0
2017-09-11 12:00:00,7647.0
2017-09-12 00:00:00,6400.0
2017-09-12 12:00:00,7706.0
2017-09-13 00:00:00,6572.0
2017-09-13 12:00:00,8357.0
2017-09-14 00:00:00,6900.0
2017-09-14 12:00:00,8110.0
2017-09-15 00:00:00,6728.0
2017-09-15 12:00:00,8286.0
2017-09-16 00:00:00,6721.0
2017-09-16 12:00:00,7374.0
2017-09-17 00:00:00,6538.0
2017-09-17 12:00:00,7172.0
2017-09-18 00:00:00,6875.0
2017-09-18 12:00:00,8904.0
2017-09-19 00:00:00,7447.0
2017-09-19 12:00:00,8882.0
2017-09-20 00:00:00,7508.0
2017-09-20 12:00:00,9076.0
2017-09-21 00:00:00,7797.0
2017-09-21 12:00:00,9777.0
2017-09-22 00:00:00,8064.0
2017-09-22 12:00:00,9789.0
2017-09-23 00:00:00,7603.0
2017-09-23 12:00:00,8285.0
2017-09-24 00:00:00,7159.0
2017-09-24 12:00:00,8344.0
2017-09-25 00:00:00,7772.0
2017-09-25 12:00:00,10380.0
2017-09-26 00:00:00,8235.0
2017-09-26 12:00:00,10301.0
2017-09-27 00:00:00,8206.0
2017-09-27 12:00:00,10039.0
2017-09-28 00:00:00,7412.0
2017-09-28 12:00:00,7876.0
2017-09-29 00:00:00,6450.0
2017-09-29 12:00:00,7598.0
2017-09-30 00:00:00,6187.0
2017-09-30 12:00:00,6483.0
2017-10-01 00:00:00,5718.0
2017-10-01 12:00:00,6195.0
2017-10-02 00:00:00,5938.0
2017-10-02 12:00:00,7744.0
2017-10-03 00:00:00,6406.0
2017-10-03 12:00:00,7805.0
2017-10-04 00:00:00,6908.0
2017-10-04 12:00:00,8244.0
2017-10-05 00:00:00,7287.0
2017-10-05 12:00:00,7978.0
2017-10-06 00:00:00,6804.0
2017-10-06 12:00:00,8066.0
2017-10-07 00:00:00,6599.0
2017-10-07 12:00:00,7211.0
2017-10-08 00:00:00,6884.0
2017-10-08 12:00:00,6628.0
2017-10-09 00:00:00,6447.0
2017-10-09 12:00:00,8345.0
2017-10-10 00:00:00,6881.0
2017-10-10 12:00:00,8175.0
2017-10-11 00:00:00,6821.0
2017-10-11 12:00:00,7807.0
2017-10-12 00:00:00,6532.0
2017-10-12 12:00:00,7768.0
2017-10-13 00:00:00,6581.0
2017-10-13 12:00:00,7910.0
2017-10-14 00:00:00,6309.0
2017-10-14 12:00:00,6902.0
2017-10-15 00:00:00,6170.0
2017-10-15 12:00:00,6957.0
2017-10-16 00:00:00,5933.0
2017-10-16 12:00:00,7420.0
2017-10-17 00:00:00,6296.0
2017-10-17 12:00:00,7564.0
2017-10-18 00:00:00,6277.0
2017-10-18 12:00:00,7648.0
2017-10-19 00:00:00,6371.0
2017-10-19 12:00:00,7691.0
2017-10-20 00:00:00,6353.0
2017-10-20 12:00:00,7636.0
2017-10-21 00:00:00,6168.0
2017-10-21 12:00:00,6608.0
2017-10-22 00:00:00,5829.0
2017-10-22 12:00:00,6233.0
2017-10-23 00:00:00,6060.0
2017-10-23 12:00:00,7805.0
2017-10-24 00:00:00,6406.0
2017-10-24 12:00:00,7582.0
2017-10-25 00:00:00,6562.0
2017-10-25 12:00:00,7591.0
2017-10-26 00:00:00,6752.0
2017-10-26 12:00:00,7771.0
2017-10-27 00:00:00,6687.0
2017-10-27 12:00:00,7679.0
2017-10-28 00:00:00,6329.0
2017-10-28 12:00:00,7196.0
2017-10-29 00:00:00,6250.0
2017-10-29 12:00:00,6799.0
2017-10-30 00:00:00,6452.0
2017-10-30 12:00:00,8236.0
2017-10-31 00:00:00,6972.0
2017-10-31 12:00:00,8322.0
2017-11-01 00:00:00,7061.0
2017-11-01 12:00:00,8262.0
2017-11-02 00:00:00,6924.0
2017-11-02 12:00:00,7870.0
2017-11-03 00:00:00,6519.0
2017-11-03 12:00:00,7642.0
2017-11-04 00:00:00,6492.0
2017-11-04 12:00:00,6994.0
2017-11-05 00:00:00,6022.0
2017-11-05 12:00:00,6598.0
2017-11-06 00:00:00,5832.0
2017-11-06 12:00:00,7524.0
2017-11-07 00:00:00,6545.0
2017-11-07 12:00:00,7708.0
2017-11-08 00:00:00,6765.0
2017-11-08 12:00:00,7649.0
2017-11-09 00:00:00,6847.0
2017-11-09 12:00:00,7838.0
2017-11-10 00:00:00,6865.0
2017-11-10 12:00:00,8390.0
2017-11-11 00:00:00,7365.0
2017-11-11 12:00:00,7827.0
2017-11-12 00:00:00,6940.0
2017-11-12 12:00:00,7275.0
2017-11-13 00:00:00,6644.0
2017-11-13 12:00:00,8355.0
2017-11-14 00:00:00,7177.0
2017-11-14 12:00:00,8173.0
2017-11-15 00:00:00,7230.0
2017-11-15 12:00:00,8435.0
2017-11-16 00:00:00,6917.0
2017-11-16 12:00:00,8426.0
2017-11-17 00:00:00,7187.0
2017-11-17 12:00:00,8139.0
2017-11-18 00:00:00,7005.0
2017-11-18 12:00:00,7502.0
2017-11-19 00:00:00,6566.0
2017-11-19 12:00:00,7329.0
2017-11-20 00:00:00,7208.0
2017-11-20 12:00:00,8330.0
2017-11-21 00:00:00,7284.0
2017-11-21 12:00:00,8090.0
2017-11-22 00:00:00,7033.0
2017-11-22 12:00:00,8309.0
2017-11-23 00:00:00,6666.0
2017-11-23 12:00:00,7215.0
2017-11-24 00:00:00,6232.0
2017-11-24 12:00:00,6716.0
2017-11-25 00:00:00,6073.0
2017-11-25 12:00:00,6638.0
2017-11-26 00:00:00,6131.0
2017-11-26 12:00:00,6645.0
2017-11-27 00:00:00,6683.0
2017-11-27 12:00:00,7931.0
2017-11-28 00:00:00,6902.0
2017-11-28 12:00:00,7813.0
2017-11-29 00:00:00,6714.0
2017-11-29 12:00:00,7695.0
2017-11-30 00:00:00,7204.0
2017-11-30 12:00:00,8113.0
2017-12-01 00:00:00,7138.0
2017-12-01 12:00:00,7972.0
2017-12-02 00:00:00,7103.0
2017-12-02 12:00:00,7571.0
2017-12-03 00:00:00,6858.0
2017-12-03 12:00:00,6785.0
2017-12-04 00:00:00,6900.0
2017-12-04 12:00:00,8116.0
2017-12-05 00:00:00,6874.0
2017-12-05 12:00:00,7974.0
2017-12-06 00:00:00,7576.0
2017-12-06 12:00:00,8672.0
2017-12-07 00:00:00,7701.0
2017-12-07 12:00:00,8694.0
2017-12-08 00:00:00,7966.0
2017-12-08 12:00:00,8882.0
2017-12-09 00:00:00,7828.0
2017-12-09 12:00:00,8144.0
2017-12-10 00:00:00,7306.0
2017-12-10 12:00:00,7894.0
2017-12-11 00:00:00,7414.0
2017-12-11 12:00:00,8884.0
2017-12-12 00:00:00,7700.0
2017-12-12 12:00:00,9104.0
2017-12-13 00:00:00,8439.0
2017-12-13 12:00:00,9337.0
2017-12-14 00:00:00,8308.0
2017-12-14 12:00:00,9169.0
2017-12-15 00:00:00,8444.0
2017-12-15 12:00:00,9367.0
2017-12-16 00:00:00,8020.0
2017-12-16 12:00:00,8075.0
2017-12-17 00:00:00,7349.0
2017-12-17 12:00:00,7542.0
2017-12-18 00:00:00,7182.0
2017-12-18 12:00:00,8511.0
2017-12-19 00:00:00,7346.0
2017-12-19 12:00:00,8062.0
2017-12-20 00:00:00,7270.0
2017-12-20 12:00:00,8373.0
2017-12-21 00:00:00,7744.0
2017-12-21 12:00:00,8665.0
2017-12-22 00:00:00,7467.0
2017-12-22 12:00:00,8230.0
2017-12-23 00:00:00,6811.0
2017-12-23 12:00:00,7636.0
2017-12-24 00:00:00,7000.0
2017-12-24 12:00:00,7188.0
2017-12-25 00:00:00,6853.0
2017-12-25 12:00:00,7427.0
2017-12-26 00:00:00,7422.0
2017-12-26 12:00:00,8683.0
2017-12-27 00:00:00,8159.0
2017-12-27 12:00:00,9331.0
2017-12-28 00:00:00,8572.0
2017-12-28 12:00:00,9383.0
2017-12-29 00:00:00,8284.0
2017-12-29 12:00:00,9034.0
2017-12-30 00:00:00,8033.0
2017-12-30 12:00:00,8401.0
2017-12-31 00:00:00,8161.0
2017-12-31 12:00:00,8259.0
